id,carat,cut,color,clarity,depth,table,x,y,z,price
37968,1.2,Premium,E,SI1,63,61,6.73,6.68,4.24,6860
37969,0.33,Ideal,H,VVS1,62.6,55,4.43,4.41,2.77,769
37970,1.16,Premium,H,SI1,62.7,56,6.75,6.68,4.21,5433
37971,0.31,Premium,G,VS2,62.5,58,4.35,4.36,2.72,698
37972,0.31,Ideal,F,VVS1,61.9,56,4.38,4.37,2.71,901
37973,0.32,Very Good,G,VS1,63.3,55,4.38,4.36,2.76,828
37974,1.32,Premium,G,VS2,60.3,58,7.24,7.19,4.32,8911
37975,0.53,Premium,G,VVS2,60.8,59,5.21,5.24,3.17,1914
37976,0.31,Premium,F,VS2,61.2,58,4.35,4.37,2.67,802
37977,1,Very Good,E,SI2,63.4,60,6.3,6.37,4.02,4332
37978,0.31,Ideal,D,SI1,61.6,56,4.35,4.38,2.69,732
37979,0.3,Ideal,D,VS2,62.4,55,4.32,4.3,2.69,710
37980,0.7,Ideal,D,VS1,61.5,55,5.73,5.76,3.53,3471
37981,0.31,Ideal,G,VVS2,61.9,56,4.38,4.4,2.72,687
37982,1.04,Premium,H,SI1,61.7,56,6.56,6.51,4.03,5335
37983,1.8,Fair,I,SI1,65.6,56,7.47,7.44,4.87,13063
37984,1.21,Very Good,I,VS2,62.1,55,6.88,6.84,4.26,6182
37985,0.71,Ideal,D,SI1,61.6,55,5.7,5.77,3.53,2885
37986,0.31,Ideal,D,VVS1,62.4,55,4.31,4.33,2.7,917
37987,0.4,Very Good,E,SI1,61.4,58,4.75,4.79,2.93,737
37988,1,Good,I,VS2,64,58,6.27,6.21,3.99,3958
37989,0.36,Premium,H,VS2,61.2,58,4.56,4.58,2.8,633
37990,0.8,Ideal,H,SI1,62.6,57,5.99,5.95,3.73,3037
37991,1.5,Ideal,I,VVS2,62.6,56,7.27,7.32,4.57,10556
37992,0.5,Premium,G,VS2,61.3,61,5.12,5.08,3.13,1577
37993,0.25,Very Good,E,VVS2,60.2,59,4.08,4.1,2.47,533
37994,0.41,Ideal,E,VS1,62.3,54,4.8,4.77,2.98,1077
37995,1.07,Ideal,H,SI2,63,56,6.53,6.49,4.09,4704
37996,0.38,Ideal,D,SI1,61.2,57,4.73,4.7,2.89,920
37997,1.01,Very Good,G,VVS2,62.6,58,6.34,6.41,3.99,6354
37998,0.46,Very Good,E,VVS1,62.5,55,4.92,4.97,3.09,1607
37999,0.7,Very Good,F,VS2,61.8,58,5.7,5.73,3.53,2400
38000,0.3,Very Good,I,VS1,60.3,55,4.36,4.4,2.64,529
38001,0.31,Ideal,G,VVS1,62.7,57,4.28,4.31,2.71,816
38002,0.72,Good,E,SI1,63.7,56,5.66,5.69,3.62,2527
38003,0.33,Premium,E,SI1,62.6,58,4.38,4.4,2.75,600
38004,0.66,Ideal,H,VS2,62,59,5.6,5.54,3.45,1890
38005,1.01,Ideal,H,SI1,61.7,56,6.4,6.44,3.96,5407
38006,1.04,Very Good,G,SI2,63.4,55,6.41,6.45,4.08,4478
38007,1.01,Very Good,E,VS1,61.8,63,6.42,6.37,3.95,8294
38008,1.5,Premium,D,SI1,60.8,58,7.39,7.36,4.48,12981
38009,0.53,Very Good,H,VS1,62.2,56,5.17,5.2,3.23,1324
38010,1.53,Ideal,G,VVS2,61.5,57,7.32,7.4,4.53,15197
38011,0.43,Ideal,D,VS1,62.3,55,4.87,4.84,3.03,1151
38012,0.5,Premium,E,VS2,62.3,58,5.08,5.03,3.14,1689
38013,0.42,Ideal,H,VVS2,62.5,56,4.79,4.82,3,843
38014,0.3,Very Good,H,VS2,63.1,55,4.24,4.28,2.69,508
38015,0.32,Ideal,E,VVS1,61.5,55,4.42,4.39,2.71,958
38016,0.44,Premium,G,VVS1,62.2,59,4.89,4.88,3.03,1235
38017,0.29,Very Good,G,VVS2,62,56,4.25,4.28,2.64,607
38018,0.4,Ideal,E,VS1,61.8,56,4.72,4.76,2.92,967
38019,1.51,Very Good,F,VS1,61.6,58,7.36,7.39,4.54,17891
38020,2.22,Very Good,J,VS2,60.4,60,8.47,8.43,5.08,15219
38021,0.9,Ideal,I,VVS1,62.2,55,6.17,6.19,3.85,4372
38022,1.62,Ideal,D,SI1,61.6,57,7.56,7.52,4.64,16544
38023,2.07,Premium,H,SI1,59.9,60,8.32,8.28,4.98,18480
38024,0.3,Premium,F,IF,60.5,58,4.34,4.37,2.63,987
38025,0.31,Premium,G,VS2,61.3,61,4.37,4.33,2.67,698
38026,1.02,Ideal,D,VS2,62.7,57,6.42,6.45,4.03,6857
38027,1.19,Premium,D,SI2,61.2,58,6.94,6.86,4.22,6116
38028,1.29,Premium,F,SI1,60.7,60,7.05,7.02,4.26,7539
38029,0.33,Ideal,F,VVS1,62.1,56,4.45,4.48,2.77,990
38030,1.26,Ideal,G,SI1,61.7,57,6.98,6.94,4.3,6291
38031,0.3,Ideal,F,VVS1,61.9,56,4.29,4.31,2.66,814
38032,0.32,Premium,H,VS2,61.2,59,4.41,4.43,2.7,505
38033,0.4,Ideal,G,VS1,61.7,54,4.74,4.77,2.94,863
38034,0.42,Ideal,G,VS1,61.9,55,4.8,4.82,2.98,984
38035,1.01,Premium,H,SI1,61.1,57,6.48,6.44,3.94,4189
38036,0.72,Ideal,E,VVS1,62.3,56,5.72,5.74,3.57,3566
38037,1.5,Very Good,D,VS2,61.5,63,7.31,7.34,4.5,15100
38038,0.54,Very Good,D,VS2,62.1,56,5.19,5.24,3.24,1998
38039,1.01,Good,F,VS2,63.3,59,6.31,6.38,4.02,6610
38040,1.5,Ideal,G,SI1,62.3,55,7.38,7.31,4.58,8758
38041,1.52,Ideal,G,VVS1,61.5,57,7.37,7.39,4.54,15939
38042,0.33,Ideal,D,SI2,61.9,56,4.4,4.42,2.73,631
38043,0.33,Ideal,F,VS2,62,54,4.47,4.49,2.78,668
38044,1.67,Ideal,G,SI1,62.2,56,7.6,7.55,4.72,11161
38045,0.31,Ideal,G,IF,60.9,56,4.38,4.4,2.68,891
38046,2.01,Good,I,SI2,58.9,58,8.28,8.23,4.83,11409
38047,1,Fair,E,I1,65.2,56,6.09,6.01,3.96,3398
38048,0.33,Ideal,F,SI2,63,56,4.4,4.42,2.78,572
38049,0.23,Very Good,D,VVS2,62.5,56,3.95,3.98,2.46,557
38050,0.52,Very Good,F,SI1,63.3,59,5.08,5.11,3.22,1388
38051,0.7,Ideal,H,VS2,62.1,57,5.7,5.65,3.52,1890
38052,0.45,Ideal,D,VS1,60.9,59,4.96,4.92,3.02,1397
38053,0.61,Good,F,VS1,60,62,5.49,5.55,3.32,1712
38054,0.44,Ideal,F,VS2,61.2,57,4.91,4.88,2.99,1073
38055,1.01,Ideal,J,VS2,62.3,56,6.43,6.37,3.99,4211
38056,1.01,Very Good,G,SI2,61.1,58,6.5,6.55,3.97,4492
38057,0.7,Very Good,J,VS2,62,58,5.64,5.68,3.51,1922
38058,0.31,Ideal,G,VVS2,61.9,54,4.43,4.39,2.73,907
38059,0.6,Ideal,G,VVS1,62,56,5.39,5.42,3.35,2473
38060,0.85,Ideal,G,SI1,62.2,54,6.13,6.06,3.78,3615
38061,1.24,Ideal,J,VS1,62,57,6.86,6.9,4.26,5665
38062,1,Good,F,SI2,63.7,58,6.29,6.35,4.02,2199
38063,0.8,Ideal,H,VS2,61.4,56,6.01,6.06,3.71,3717
38064,0.4,Ideal,G,VVS2,62.4,55,4.71,4.73,2.95,982
38065,0.32,Ideal,G,IF,61.9,55,4.39,4.38,2.71,1020
38066,0.33,Ideal,E,VS2,62.3,55,4.43,4.41,2.76,928
38067,0.34,Ideal,D,VS2,60.5,57,4.53,4.5,2.72,1033
38068,1.51,Premium,G,VS1,61.1,58,7.35,7.43,4.5,12261
38069,1.02,Premium,F,VS1,62.1,58,6.47,6.44,4.02,7876
38070,0.71,Ideal,G,VS1,62.2,56,5.74,5.7,3.55,2915
38071,1.5,Premium,D,SI2,62.2,56,7.29,7.27,4.53,7565
38072,1,Premium,H,VS2,61.7,58,6.41,6.39,3.95,4926
38073,0.9,Good,E,I1,57.7,64,6.36,6.3,3.69,3360
38074,0.35,Ideal,D,SI1,61.2,56,4.54,4.57,2.78,851
38075,0.31,Very Good,G,SI1,63.2,58,4.34,4.31,2.73,593
38076,0.39,Premium,F,VS1,61.5,58,4.69,4.66,2.88,1124
38077,0.78,Ideal,D,SI1,62.1,55,5.88,5.92,3.68,3312
38078,1.5,Ideal,G,VS2,61.4,55,7.38,7.43,4.55,13135
38079,0.54,Very Good,D,SI2,62.9,56,5.18,5.22,3.27,1369
38080,1.02,Very Good,D,SI2,62.2,59,6.41,6.44,4,4486
38081,0.23,Ideal,H,VS2,61.1,55,3.96,4.01,2.44,371
38082,0.27,Ideal,F,VVS2,62.1,56,4.15,4.18,2.58,575
38083,0.39,Ideal,F,VS1,61.8,56,4.7,4.67,2.89,1035
38084,0.3,Very Good,I,SI1,62.9,57,4.29,4.31,2.7,434
38085,0.7,Very Good,G,VS1,61.1,57,5.7,5.73,3.5,3085
38086,1.25,Premium,I,SI1,61.3,60,6.95,6.91,4.23,5555
38087,0.4,Ideal,E,VS2,63.4,56,4.69,4.65,2.96,975
38088,0.3,Ideal,H,VS1,62.6,57,4.29,4.32,2.69,533
38089,0.51,Ideal,E,SI1,61.9,55,5.14,5.17,3.19,1390
38090,0.9,Good,D,SI2,63.8,59,6.06,6.09,3.88,3394
38091,0.4,Premium,H,VS1,60.4,58,4.8,4.76,2.88,1035
38092,0.37,Premium,E,VVS2,61,61,4.63,4.58,2.81,1115
38093,0.34,Ideal,D,VS2,60,57,4.61,4.55,2.76,1033
38094,0.53,Ideal,D,VS2,60.5,57,5.29,5.23,3.19,1857
38095,0.31,Ideal,H,VS1,61.6,53,4.32,4.37,2.68,557
38096,0.32,Ideal,G,SI1,60.6,57,4.43,4.49,2.7,507
38097,0.35,Ideal,H,IF,60.9,57,4.62,4.58,2.8,995
38098,0.71,Premium,F,VS2,61.3,60,5.75,5.71,3.51,2613
38099,0.31,Premium,E,VS1,61.8,59,4.3,4.33,2.67,734
38100,0.71,Ideal,F,SI1,62.1,56,5.68,5.73,3.55,2452
38101,0.33,Ideal,G,VVS1,62.1,56,4.48,4.43,2.77,1114
38102,0.7,Ideal,I,IF,61.5,57,5.73,5.7,3.52,2492
38103,0.9,Ideal,H,SI1,61.5,56,6.18,6.22,3.81,4008
38104,0.5,Premium,D,VS1,62.6,57,5.08,5.03,3.16,1708
38105,1.01,Ideal,E,SI2,61.7,56,6.47,6.5,3.99,4197
38106,0.31,Premium,E,SI1,62.8,60,4.33,4.28,2.7,698
38107,0.9,Very Good,H,VS2,63.5,58,6.07,6.04,3.84,3629
38108,0.54,Ideal,E,VS2,61.2,55,5.25,5.29,3.22,1742
38109,0.65,Ideal,D,SI1,61.8,57,5.53,5.58,3.4,2281
38110,0.4,Ideal,G,VVS2,62.1,55,4.74,4.77,2.95,901
38111,1.51,Very Good,F,SI2,63.3,56,7.23,7.35,4.61,9376
38112,0.34,Premium,I,VS2,61.8,58,4.52,4.48,2.78,612
38113,0.42,Ideal,E,VVS1,61.9,56,4.83,4.8,2.97,1389
38114,0.38,Very Good,F,VS2,62.1,58,4.63,4.67,2.88,800
38115,0.4,Good,D,SI1,63.8,58,4.74,4.7,3.01,770
38116,0.31,Premium,G,VS2,62.5,58,4.32,4.35,2.71,544
38117,0.76,Ideal,J,SI1,61.7,55,5.82,5.85,3.6,1896
38118,1.3,Ideal,H,SI2,61.4,56,6.91,6.95,4.26,5330
38119,1.06,Ideal,D,SI1,61,55,6.58,6.61,4.02,5219
38120,1.22,Premium,F,VS2,59.7,58,6.99,6.94,4.16,8334
38121,1.51,Premium,I,SI1,61.5,61,7.32,7.39,4.52,8794
38122,0.32,Ideal,F,VVS2,61,56,4.4,4.43,2.69,786
38123,1.53,Premium,H,VVS2,60.5,61,7.4,7.45,4.5,11159
38124,0.41,Premium,D,VS2,60.1,60,4.81,4.77,2.88,1115
38125,1.09,Fair,G,SI1,52.2,62,6.8,6.64,3.94,4427
38126,0.9,Ideal,E,SI1,62.2,57,6.12,6.16,3.82,4412
38127,1,Premium,E,SI1,59.9,61,6.45,6.49,3.88,4191
38128,1.5,Premium,E,SI1,60.3,59,7.4,7.46,4.47,11534
38129,1.14,Premium,F,SI1,61.4,55,6.78,6.73,4.14,7395
38130,1.16,Premium,G,SI2,59.5,59,6.79,6.91,4.09,4602
38131,1.01,Ideal,I,VS1,62.2,57,6.38,6.41,3.97,5324
38132,0.34,Ideal,G,IF,61.2,57,4.47,4.5,2.74,953
38133,0.72,Very Good,E,SI1,61,56,5.76,5.81,3.53,2647
38134,0.33,Ideal,F,VS2,61.3,56,4.51,4.47,2.74,666
38135,0.31,Premium,F,VS2,62.6,59,4.28,4.3,2.69,625
38136,0.72,Ideal,D,VS2,61.4,56,5.78,5.82,3.56,3373
38137,0.6,Very Good,G,VVS2,61.8,59,5.39,5.44,3.35,2428
38138,1.02,Premium,H,SI1,62.6,59,6.43,6.4,4.02,5890
38139,0.36,Ideal,I,SI1,61.4,55,4.58,4.61,2.83,589
38140,0.24,Very Good,F,VVS2,59,60,4,4.04,2.39,485
38141,0.39,Premium,D,VS2,59.6,60,4.79,4.77,2.84,890
38142,0.54,Premium,G,SI2,58.3,60,5.38,5.32,3.11,1064
38143,0.27,Ideal,E,VVS2,62.2,56,4.14,4.17,2.58,626
38144,1.02,Very Good,E,SI1,62.8,61,6.42,6.38,4.01,5741
38145,0.73,Ideal,I,VS2,61.6,55,5.87,5.82,3.6,2814
38146,0.55,Ideal,D,SI1,61.7,55,5.3,5.27,3.26,1806
38147,0.8,Ideal,I,VS2,61.3,56,5.98,6.03,3.67,2659
38148,1.03,Ideal,F,SI2,61.3,54,6.52,6.54,4,4790
38149,1.5,Very Good,D,VS2,63.1,58,7.26,7.21,4.57,13395
38150,1.23,Ideal,G,SI1,62.5,58,6.78,6.85,4.26,6509
38151,0.51,Premium,F,IF,60.4,59,5.18,5.12,3.12,2247
38152,0.32,Ideal,G,IF,60.9,57,4.42,4.46,2.7,918
38153,0.46,Ideal,F,VVS2,61.6,56,4.96,4.98,3.06,1705
38154,0.54,Ideal,D,VS2,62.6,56,5.18,5.22,3.25,2061
38155,2.06,Premium,I,SI1,61.2,60,8.32,8.24,5.05,14581
38156,0.52,Ideal,G,VVS2,62.3,56,5.18,5.16,3.22,1858
38157,0.52,Good,H,SI1,63.9,57,5.12,5.09,3.27,1154
38158,0.3,Ideal,I,SI1,60.8,57,4.33,4.35,2.64,394
38159,1.15,Premium,G,VS2,60.5,59,6.78,6.82,4.12,6224
38160,1.19,Premium,D,SI1,62.6,58,6.81,6.76,4.24,6174
38161,0.71,Very Good,I,SI2,60,58,5.79,5.83,3.49,1922
38162,0.87,Premium,G,VS2,62.7,60,6.04,5.99,3.77,3095
38163,0.31,Ideal,D,VS2,62.1,55,4.37,4.34,2.7,942
38164,1.05,Very Good,F,VVS2,61.7,58,6.52,6.57,4.04,8800
38165,1.01,Ideal,F,VS2,61,57,6.4,6.45,3.91,6134
38166,0.52,Ideal,H,VS1,61.2,56,5.17,5.21,3.17,1698
38167,1.02,Very Good,F,SI1,63,57,6.38,6.42,4.04,5032
38168,0.43,Very Good,D,VVS2,61.9,56,4.86,4.89,3,1431
38169,1.01,Premium,G,SI1,60.6,59,6.53,6.47,3.94,4710
38170,0.83,Ideal,F,SI1,62.1,57,6.03,5.99,3.73,3447
38171,1.33,Ideal,G,VS2,62.7,57,7.01,6.96,4.38,8097
38172,0.31,Good,G,SI1,63.4,57,4.28,4.3,2.72,593
38173,0.31,Ideal,E,SI1,62,54,4.39,4.42,2.73,660
38174,1,Very Good,I,SI2,62.9,57,6.28,6.35,3.96,3054
38175,2,Very Good,G,SI2,61.9,54.2,8.06,8.09,5.02,11948
38176,1.21,Premium,H,VS2,61.8,61,6.84,6.77,4.21,6330
38177,0.28,Very Good,I,VS2,63,56,4.15,4.23,2.66,357
38178,0.3,Premium,G,VVS1,61.4,59,4.36,4.32,2.67,1013
38179,0.38,Ideal,D,VS1,62,55,4.69,4.64,2.89,1065
38180,0.4,Premium,F,VS1,62.1,58,4.75,4.71,2.93,1050
38181,1.01,Premium,I,VS2,60.7,59,6.53,6.41,3.91,5226
38182,2.14,Premium,H,SI1,60.8,60,8.23,8.16,5,16687
38183,1.03,Ideal,F,VS1,62.2,57,6.51,6.46,4.04,7365
38184,0.71,Premium,J,SI1,61.7,58,5.67,5.71,3.51,1941
38185,0.51,Ideal,E,VS2,62.3,57,5.12,5.09,3.18,1675
38186,2,Good,H,SI1,63.5,58,8.03,7.94,5.05,17400
38187,0.33,Ideal,E,SI1,61.8,56,4.41,4.45,2.74,579
38188,0.31,Ideal,G,IF,61.9,55,4.38,4.4,2.71,952
38189,0.7,Premium,E,SI2,61.1,59,5.74,5.7,3.49,2318
38190,0.33,Premium,J,SI1,61.1,60,4.48,4.51,2.74,434
38191,0.56,Very Good,E,VS1,61.5,57,5.35,5.32,3.27,1980
38192,0.5,Ideal,H,SI2,62.6,57,5.09,5.07,3.18,1075
38193,0.71,Very Good,I,SI1,61.7,55,5.71,5.74,3.53,2219
38194,0.3,Premium,E,VVS2,62.6,59,4.3,4.25,2.68,789
38195,0.38,Ideal,G,VS1,61.3,56,4.68,4.71,2.87,932
38196,0.71,Very Good,H,SI1,62.8,58,5.6,5.64,3.53,2137
38197,0.31,Very Good,F,VVS2,60.9,55,4.38,4.41,2.67,752
38198,0.52,Ideal,F,SI1,61.5,55,5.19,5.16,3.19,1431
38199,0.41,Very Good,E,SI1,62.8,58,4.69,4.72,2.96,754
38200,1.09,Ideal,G,VVS2,62.2,57,6.53,6.58,4.08,8377
38201,1.5,Premium,D,SI2,62.2,59,7.25,7.29,4.53,9738
38202,0.55,Good,J,IF,63.1,56,5.23,5.28,3.31,1975
38203,0.91,Premium,G,SI1,61.7,58,6.21,6.16,3.81,3889
38204,0.41,Very Good,H,SI1,62.8,58,4.73,4.76,2.98,683
38205,1.13,Ideal,I,VS2,61.8,57,6.68,6.73,4.15,5484
38206,0.5,Ideal,H,VS2,61.6,56,5.1,5.05,3.13,1240
38207,1.11,Premium,H,SI1,61.9,58,6.64,6.69,4.12,5410
38208,0.31,Ideal,D,SI1,61.6,57,4.29,4.32,2.65,571
38209,1.64,Premium,F,SI1,63,61,7.53,7.43,4.72,11322
38210,0.33,Premium,H,VS2,62.6,58,4.39,4.41,2.76,536
38211,0.35,Very Good,F,SI2,61.8,59,4.5,4.53,2.79,527
38212,0.52,Very Good,F,VVS2,61,60,5.23,5.18,3.17,2052
38213,0.4,Premium,G,VVS2,61.5,58,4.73,4.7,2.9,1050
38214,0.31,Ideal,H,SI1,62.4,55,4.32,4.34,2.7,572
38215,1.24,Ideal,I,VS1,62.2,58,6.89,6.84,4.27,6368
38216,1.53,Premium,H,VS2,60.7,59,7.4,7.3,4.48,14424
38217,0.3,Ideal,G,VVS2,62.1,56,4.28,4.32,2.67,655
38218,2.01,Premium,I,VS1,61.4,59,8.06,7.93,4.89,18186
38219,0.39,Ideal,D,SI1,61.5,56,4.7,4.73,2.9,661
38220,0.71,Premium,F,SI1,58.7,53,5.91,5.86,3.46,2838
38221,1.11,Very Good,H,SI2,63.2,56,6.62,6.59,4.17,4737
38222,0.41,Ideal,G,VS2,62.4,57,4.76,4.69,2.95,827
38223,0.9,Very Good,F,SI1,63,58,6.15,6.18,3.89,4229
38224,0.4,Very Good,E,VS2,59.4,58,4.79,4.83,2.85,912
38225,1,Good,F,SI2,63.6,61,6.29,6.35,4.02,3858
38226,1.41,Good,H,SI2,63.8,59,7.01,7.09,4.52,7437
38227,1.21,Ideal,D,SI1,61.9,57,6.8,6.83,4.22,7903
38228,0.23,Very Good,F,VS2,61.3,61,3.95,3.98,2.44,402
38229,1.5,Premium,H,VS1,62.6,59,7.3,7.24,4.56,10872
38230,1.52,Premium,H,SI2,62.3,58,7.36,7.3,4.57,7877
38231,0.33,Ideal,G,VVS1,61.7,55,4.46,4.49,2.77,837
38232,0.91,Very Good,F,SI1,62.4,58,6.18,6.2,3.86,4939
38233,0.51,Premium,G,SI2,62.6,59,5.09,5.11,3.19,1210
38234,0.27,Very Good,G,VS2,61.9,57,4.15,4.19,2.58,393
38235,0.53,Ideal,E,VS2,61.1,57,5.19,5.24,3.19,1699
38236,0.3,Premium,H,VVS1,62.3,58,4.29,4.27,2.67,878
38237,0.9,Good,G,SI1,63.9,56,6,6.03,3.86,3544
38238,0.33,Ideal,H,IF,62,56,4.46,4.45,2.76,949
38239,0.31,Premium,E,VS1,60.5,58,4.42,4.45,2.68,734
38240,1.51,Good,I,SI1,64.1,58,7.26,7.23,4.64,8058
38241,0.24,Ideal,F,VVS1,61,57,4,4.02,2.45,678
38242,0.52,Ideal,E,VS2,62.2,56,5.15,5.2,3.21,1607
38243,1.01,Good,I,SI2,61.2,62,6.42,6.45,3.92,3421
38244,0.75,Ideal,G,VS2,62.3,57,5.79,5.82,3.61,2559
38245,1.26,Ideal,I,VS2,61.7,57,6.94,6.98,4.29,6809
38246,1,Fair,D,SI2,64.7,59,6.29,6.24,4.06,3941
38247,0.43,Ideal,D,VS2,62.5,57,4.81,4.85,3.03,1153
38248,1.74,Ideal,G,VS2,62.2,55,7.75,7.68,4.79,17898
38249,1.01,Fair,E,SI2,65.2,55,6.34,6.29,4.11,4118
38250,0.4,Very Good,D,SI1,62.6,57,4.67,4.7,2.93,1097
38251,1.1,Ideal,D,SI2,61.4,57,6.67,6.63,4.09,5387
38252,0.52,Very Good,F,SI1,62.3,54,5.12,5.16,3.2,1406
38253,0.39,Ideal,F,VVS1,61.2,56,4.76,4.72,2.9,1124
38254,0.33,Premium,D,VS1,60.8,58,4.45,4.48,2.71,877
38255,0.91,Premium,F,SI1,64,58,6.13,6.07,3.9,3879
38256,0.52,Good,H,SI1,63.7,56,5.08,5.12,3.24,1110
38257,0.59,Ideal,I,VS2,62.5,54,5.34,5.39,3.35,1402
38258,1.53,Premium,H,VS1,62.9,58,7.32,7.35,4.61,10412
38259,1.01,Good,D,SI2,63.1,58,6.34,6.41,4.03,4515
38260,0.66,Ideal,G,VS2,61.3,57,5.58,5.61,3.43,2166
38261,0.75,Ideal,F,VS2,62.2,54,5.83,5.85,3.63,3163
38262,0.39,Very Good,F,VS1,62.5,56,4.68,4.7,2.93,1004
38263,1.7,Ideal,H,VS2,62.2,55,7.63,7.67,4.76,11600
38264,1.01,Very Good,H,SI1,62.9,61,6.37,6.39,4.01,4642
38265,0.3,Ideal,G,VS2,62.7,57,4.32,4.3,2.7,526
38266,1.5,Premium,E,SI2,60.6,60,7.38,7.33,4.46,8820
38267,0.81,Ideal,G,VS2,61.5,57,5.94,5.97,3.66,3296
38268,1.2,Ideal,G,VS2,62.3,54,6.78,6.84,4.24,7504
38269,0.6,Ideal,F,VS1,59.9,57,5.56,5.54,3.32,2167
38270,1.5,Ideal,G,SI2,62.1,57,7.33,7.29,4.54,9513
38271,0.3,Ideal,E,VS1,61,57,4.36,4.33,2.65,1013
38272,1.53,Ideal,G,VS1,62.4,56,7.31,7.36,4.59,12515
38273,0.51,Ideal,E,VS1,62.3,56,5.07,5.1,3.17,1851
38274,0.5,Ideal,D,SI2,62.2,56,5.05,5.1,3.15,1292
38275,0.3,Premium,J,VS1,62.1,59,4.25,4.28,2.65,630
38276,1.01,Very Good,G,VS1,62.7,59,6.36,6.39,3.99,6389
38277,1,Premium,H,SI1,58.4,59,6.56,6.51,3.83,4482
38278,1.41,Premium,H,VS1,62.4,60,7.28,7.2,4.51,7211
38279,1.1,Ideal,H,SI1,61.6,55,6.66,6.62,4.09,5292
38280,0.52,Ideal,H,SI1,61.9,55,5.15,5.19,3.2,1287
38281,1,Ideal,F,VS1,61.9,55,6.41,6.45,3.98,7644
38282,1,Good,D,SI2,63.6,54,6.34,6.38,4.04,4355
38283,1.14,Ideal,F,VS2,62.1,55,6.7,6.65,4.14,7190
38284,0.41,Ideal,F,VVS1,60.6,56,4.83,4.86,2.95,1197
38285,0.25,Ideal,F,VVS1,62.1,57,4,4.04,2.5,740
38286,1.11,Very Good,G,IF,62.2,58,6.65,6.61,4.12,9413
38287,1,Good,F,VVS1,63.8,58,6.3,6.24,4,9836
38288,1.31,Premium,G,SI2,61.9,58,7.05,7.02,4.35,9169
38289,1.04,Ideal,G,SI1,62.2,56,6.45,6.49,4.03,5821
38290,0.74,Premium,F,VS1,61.7,58,5.82,5.79,3.58,3158
38291,0.5,Very Good,D,SI1,63.5,57,5.08,5.05,3.21,1454
38292,0.33,Good,D,VS2,63.6,55,4.4,4.4,2.8,721
38293,0.9,Premium,F,SI1,61.4,60,6.14,6.19,3.78,3892
38294,1.01,Very Good,G,SI1,63.2,58,6.41,6.37,4.03,4761
38295,0.53,Ideal,E,VS1,61.8,55,5.18,5.21,3.2,1923
38296,1,Premium,G,VS1,62.3,59,6.45,6.41,4,6494
38297,0.76,Ideal,F,VS2,61.8,55,5.84,5.87,3.62,3282
38298,1.28,Premium,G,SI2,61.5,62,7.02,6.96,4.29,6202
38299,0.36,Ideal,F,VS2,62.1,55,4.52,4.56,2.82,746
38300,1.01,Good,D,VS2,63.6,60,6.3,6.33,4.02,5501
38301,0.56,Very Good,D,SI1,59.6,56,5.37,5.41,3.21,2263
38302,0.34,Ideal,I,VS2,61.5,56,4.53,4.51,2.78,537
38303,0.41,Ideal,G,VVS2,61,56,4.82,4.81,2.94,1153
38304,0.32,Ideal,I,VS1,61.2,56.7,4.4,4.43,2.7,529
38305,1.2,Very Good,H,SI2,62.8,58,6.77,6.8,4.26,4477
38306,0.41,Premium,G,SI1,61.9,59,4.8,4.77,2.96,969
38307,0.5,Premium,F,SI1,62.7,59,5.06,5.09,3.18,1237
38308,0.31,Ideal,E,VVS2,61.5,55,4.35,4.38,2.68,864
38309,0.7,Ideal,E,VS2,61.6,57,5.69,5.73,3.51,2723
38310,0.55,Premium,G,VS1,61.8,59,5.26,5.23,3.25,1689
38311,1.62,Ideal,I,VVS2,61.1,57,7.56,7.59,4.63,11844
38312,1.1,Very Good,I,IF,61.8,58,6.59,6.64,4.08,6776
38313,0.57,Ideal,G,VVS2,61.5,56,5.35,5.38,3.3,1954
38314,0.9,Very Good,J,VS2,62.2,58,6.18,6.14,3.83,3191
38315,0.7,Ideal,I,SI1,62.1,55,5.68,5.74,3.54,2178
38316,0.32,Premium,D,SI2,61.4,60,4.35,4.37,2.68,477
38317,0.58,Premium,G,SI2,62.3,59,5.34,5.3,3.31,1223
38318,0.52,Ideal,F,VS1,63,55,5.15,5.11,3.23,1845
38319,1,Premium,F,SI2,62.6,61,6.29,6.23,3.9,4197
38320,1.51,Good,I,VS2,63.8,59,7.27,7.22,4.63,9092
38321,0.33,Ideal,I,IF,61.7,56,4.45,4.48,2.76,926
38322,0.71,Ideal,E,SI1,61,57,5.79,5.77,3.53,2694
38323,1.01,Very Good,D,VS2,63.2,55,6.36,6.31,4,7887
38324,1.24,Very Good,F,SI1,62.6,58,6.81,6.86,4.28,7365
38325,1.01,Premium,F,SI2,61.1,59,6.47,6.51,3.97,4401
38326,1.51,Ideal,G,SI1,62.6,57,7.28,7.3,4.57,10752
38327,1.22,Premium,H,SI1,62.4,58,6.8,6.84,4.25,6621
38328,0.3,Ideal,E,VS2,62.8,57,4.3,4.27,2.69,844
38329,1.04,Ideal,F,SI2,61.6,56,6.53,6.56,4.03,4897
38330,1.07,Ideal,E,SI2,61.8,56,6.61,6.59,4.08,4370
38331,0.73,Ideal,F,SI1,62.7,56,5.77,5.8,3.62,2913
38332,0.31,Ideal,D,SI1,61.6,56,4.37,4.41,2.71,663
38333,0.35,Ideal,F,VS2,61.2,56,4.55,4.55,2.78,744
